url,sitemaps,status,classification,canonical,canonical_ok,valid
https://5sigmas.com/series/datacenters-espacio/03-que-es-datacenter-espacio/,sitemap.xml,200,INDEX,https://5sigmas.com/series/datacenters-espacio/03-que-es-datacenter-espacio/,True,True
https://5sigmas.com/series/datacenters-espacio/04-huella-real-datacenter/,sitemap.xml,200,INDEX,https://5sigmas.com/series/datacenters-espacio/04-huella-real-datacenter/,True,True
https://5sigmas.com/series/from-cave-to-agi/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/from-cave-to-agi/00_presentacion_serie/,True,True
https://5sigmas.com/series/from-cave-to-agi/01-representar/,sitemap.xml,200,INDEX,https://5sigmas.com/series/from-cave-to-agi/01-representar/,True,True
https://5sigmas.com/series/from-cave-to-agi/02-mecanizar/,sitemap.xml,200,INDEX,https://5sigmas.com/series/from-cave-to-agi/02-mecanizar/,True,True
https://5sigmas.com/series/from-cave-to-agi/03-aprender/,sitemap.xml,200,INDEX,https://5sigmas.com/series/from-cave-to-agi/03-aprender/,True,True
https://5sigmas.com/series/from-cave-to-agi/04-escalar/,sitemap.xml,200,INDEX,https://5sigmas.com/series/from-cave-to-agi/04-escalar/,True,True
https://5sigmas.com/series/from-cave-to-agi/05-mas-alla/,sitemap.xml,200,INDEX,https://5sigmas.com/series/from-cave-to-agi/05-mas-alla/,True,True
https://5sigmas.com/series/fundamentos-ia-iag/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/fundamentos-ia-iag/00_presentacion_serie/,True,True
https://5sigmas.com/series/fundamentos-ia-iag/01-que-es-ia/,sitemap.xml,200,INDEX,https://5sigmas.com/series/fundamentos-ia-iag/01-que-es-ia/,True,True
https://5sigmas.com/series/fundamentos-ia-iag/02-que-es-ia-generativa/,sitemap.xml,200,INDEX,https://5sigmas.com/series/fundamentos-ia-iag/02-que-es-ia-generativa/,True,True
https://5sigmas.com/series/fundamentos-ia-iag/03-ia-vs-ia-generativa/,sitemap.xml,200,INDEX,https://5sigmas.com/series/fundamentos-ia-iag/03-ia-vs-ia-generativa/,True,True
https://5sigmas.com/series/fundamentos-ia-iag/04-agi/,sitemap.xml,200,INDEX,https://5sigmas.com/series/fundamentos-ia-iag/04-agi/,True,True
https://5sigmas.com/series/ia-pib-bienestar-energia/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/ia-pib-bienestar-energia/00_presentacion_serie/,True,True
